,city,latitude,date,max temp,humidity,cloudiness,wind speed
376,svetlogorsk,53.14,01-12-2019 19:00:00,266.15,92.0,90.0,11.0
377,port hedland,-20.31,01-12-2019 18:30:00,307.15,59.0,0.0,5.1
378,kloulklubed,7.04,01-12-2019 18:50:00,299.15,88.0,90.0,5.7
380,mogadishu,2.04,01-12-2019 19:21:25,299.247,100.0,56.0,10.08
381,kedrovoye,57.16,01-12-2019 19:00:00,268.15,85.0,75.0,2.0
382,bourges,47.08,01-12-2019 18:30:00,281.15,100.0,90.0,6.2
383,calama,-22.46,01-12-2019 19:00:00,288.15,47.0,0.0,8.7
384,anadyr,64.73,01-12-2019 19:00:00,246.15,68.0,0.0,8.0
385,luanda,-8.83,01-12-2019 18:00:00,298.15,88.0,75.0,1.0
386,roslavl,53.95,01-12-2019 19:21:27,269.797,92.0,88.0,5.88
387,osypenko,48.04,01-12-2019 19:00:00,269.15,85.0,90.0,4.0
388,glossa,35.47,01-12-2019 18:57:00,283.15,100.0,90.0,3.1
389,rio gallegos,-51.62,01-12-2019 19:00:00,284.15,40.0,75.0,12.3
390,strezhevoy,60.73,01-12-2019 19:00:00,254.15,84.0,40.0,6.0
391,kendari,-3.99,01-12-2019 19:21:28,298.597,93.0,20.0,1.61
392,dryden,49.79,01-12-2019 18:00:00,265.15,85.0,90.0,3.1
393,zolotukhino,52.08,01-12-2019 19:21:28,264.272,86.0,76.0,4.53
394,fort nelson,58.81,01-12-2019 18:00:00,255.15,77.0,75.0,0.93
395,sinnamary,5.38,01-12-2019 19:21:29,299.197,95.0,20.0,4.48
396,narva-joesuu,59.46,01-12-2019 19:21:29,265.222,86.0,12.0,2.56
398,mantua,45.16,01-12-2019 18:55:00,272.15,86.0,40.0,1.0
399,knin,44.04,01-12-2019 19:00:00,278.15,52.0,0.0,2.1
400,murdochville,48.96,01-12-2019 19:21:30,268.147,73.0,80.0,6.98
401,krasnoyarka,55.33,01-12-2019 19:00:00,251.15,76.0,56.0,3.0
402,leh,34.16,01-12-2019 19:21:30,250.147,69.0,64.0,0.56
403,constitucion,23.99,01-12-2019 18:44:00,289.15,21.0,20.0,4.1
404,bati,11.19,01-12-2019 19:21:31,281.447,76.0,0.0,1.03
405,semey,50.41,01-12-2019 19:00:00,252.15,76.0,0.0,4.0
406,dubbo,-32.25,01-12-2019 18:30:00,309.15,23.0,0.0,4.6
407,fairview,40.81,01-12-2019 18:56:00,274.25,37.0,75.0,1.06
408,zonguldak,41.25,01-12-2019 19:18:10,275.347,100.0,92.0,1.51
410,maues,-3.38,01-12-2019 19:21:32,299.847,82.0,20.0,1.91
411,hualmay,-11.1,01-12-2019 19:21:33,295.272,73.0,0.0,2.93
412,kuryk,43.18,01-12-2019 19:21:33,279.497,97.0,92.0,0.21
414,beipiao,41.8,01-12-2019 19:21:34,264.047,51.0,0.0,5.53
415,elat,2.91,01-12-2019 19:21:34,295.247,91.0,64.0,1.56
416,brae,60.4,01-12-2019 18:50:00,282.15,93.0,92.0,11.3
418,lavrentiya,65.58,01-12-2019 19:14:19,249.222,100.0,8.0,11.83
419,lamar,38.09,01-12-2019 17:53:00,275.95,75.0,40.0,2.6
420,khani,41.96,01-12-2019 18:30:00,281.15,39.0,40.0,6.2
422,neiafu,-18.65,01-12-2019 19:00:00,302.15,70.0,75.0,5.7
423,avera,33.19,01-12-2019 18:55:00,284.15,58.0,90.0,3.1
425,ustye,58.76,01-12-2019 19:21:35,261.522,64.0,8.0,3.46
427,cabedelo,-6.97,01-12-2019 18:00:00,297.15,94.0,20.0,1.0
428,laramie,41.31,01-12-2019 18:58:00,272.05,80.0,1.0,2.1
429,idukki,9.85,01-12-2019 19:21:36,293.122,79.0,36.0,1.13
430,lithakia,37.72,01-12-2019 18:50:00,280.15,75.0,0.0,4.1
431,leshukonskoye,64.9,01-12-2019 19:21:36,267.847,76.0,88.0,4.18
432,freeport,26.54,01-12-2019 18:00:00,296.15,73.0,75.0,3.1
433,ngunguru,-35.62,01-12-2019 19:20:12,294.772,90.0,20.0,4.06
434,puerto madero,-34.61,01-12-2019 19:00:00,297.15,73.0,0.0,5.7
435,semporna,4.48,01-12-2019 18:00:00,300.15,83.0,75.0,2.1
436,la libertad,-16.38,01-12-2019 19:00:00,285.15,87.0,40.0,1.5
437,dalvik,57.79,01-12-2019 18:50:00,272.15,92.0,80.0,2.1
438,codrington,-28.95,01-12-2019 19:00:00,305.15,48.0,40.0,3.1
439,aktau,43.65,01-12-2019 19:00:00,275.15,93.0,40.0,3.0
440,shakiso,5.77,01-12-2019 19:21:38,282.697,45.0,0.0,1.93
441,pevek,69.7,01-12-2019 19:21:39,242.297,71.0,0.0,1.33
442,waingapu,-9.65,01-12-2019 19:15:12,299.697,94.0,0.0,1.96
443,melendugno,40.27,01-12-2019 18:20:00,283.15,57.0,0.0,4.6
444,maceio,-9.67,01-12-2019 19:00:00,298.15,78.0,40.0,3.1
445,dunmore town,25.5,01-12-2019 19:21:39,297.547,100.0,24.0,7.18
446,tolyatti,53.52,01-12-2019 19:00:00,267.15,92.0,75.0,4.0
447,pizarro,4.95,01-12-2019 19:21:40,299.022,95.0,20.0,1.36
448,lisakovsk,52.55,01-12-2019 19:21:40,266.147,89.0,92.0,9.13
449,kidal,18.44,01-12-2019 19:21:40,287.622,15.0,76.0,4.43
450,padang,-0.92,01-12-2019 18:00:00,297.15,94.0,20.0,0.5
451,guia de isora,28.21,01-12-2019 19:00:00,292.15,9.0,20.0,5.7
453,mae sai,20.44,01-12-2019 19:00:00,291.15,100.0,20.0,0.78
454,jumla,29.28,01-12-2019 19:21:41,266.247,100.0,92.0,0.83
455,lima,-12.06,01-12-2019 19:00:00,296.15,83.0,0.0,9.3
456,coffs harbour,-30.3,01-12-2019 19:00:00,301.15,61.0,0.0,6.2
457,turukhansk,65.8,01-12-2019 19:13:30,240.872,40.0,76.0,6.88
458,valparaiso,41.47,01-12-2019 18:56:00,272.55,78.0,90.0,7.2
459,zhigansk,66.77,01-12-2019 19:21:42,244.097,60.0,32.0,4.13
460,angoche,-16.23,01-12-2019 19:21:43,299.622,100.0,92.0,6.53
461,kazincbarcika,48.25,01-12-2019 19:00:00,270.15,92.0,90.0,3.6
463,mahibadhoo,3.78,01-12-2019 19:21:43,300.722,100.0,8.0,5.06
464,saint-michel-des-saints,46.68,01-12-2019 19:19:07,255.897,70.0,32.0,2.46
466,melfi,41.0,01-12-2019 19:21:44,272.722,95.0,32.0,1.68
468,lewistown,40.39,01-12-2019 18:55:00,272.15,96.0,90.0,8.2
469,egvekinot,66.32,01-12-2019 19:21:45,231.047,0.0,12.0,1.71
470,jalu,29.03,01-12-2019 19:21:45,282.347,49.0,0.0,7.51
471,indianola,40.24,01-12-2019 18:55:00,270.95,88.0,90.0,2.6
472,nemyriv,50.1,01-12-2019 19:00:00,271.15,86.0,90.0,3.0
473,cayenne,4.94,01-12-2019 19:00:00,298.15,83.0,20.0,2.1
474,lagos,6.46,01-12-2019 18:00:00,300.15,88.0,20.0,1.0
475,emerald,-23.53,01-12-2019 18:00:00,302.15,42.0,0.0,4.6
476,khovu-aksy,51.13,01-12-2019 19:21:46,245.297,67.0,20.0,0.76
477,inuvik,68.36,01-12-2019 19:00:00,241.15,66.0,20.0,1.5
478,sao roque,-29.32,01-12-2019 19:21:47,295.247,92.0,76.0,1.03
479,benguela,-12.58,01-12-2019 19:21:35,296.997,100.0,24.0,2.23
480,deskati,39.93,01-12-2019 17:50:00,273.15,84.0,20.0,1.11
481,alta floresta,-9.87,01-12-2019 19:21:47,297.897,91.0,88.0,0.58
482,moyale,3.52,01-12-2019 19:21:48,291.897,23.0,0.0,4.06
483,mahajanga,-15.72,01-12-2019 19:00:00,299.15,88.0,40.0,1.0
484,nabire,-3.36,01-12-2019 19:13:56,297.522,89.0,24.0,0.98
485,whitehorse,60.72,01-12-2019 18:41:00,252.15,83.0,90.0,2.1
486,rottenmann,47.52,01-12-2019 17:50:00,272.15,80.0,80.0,0.5
487,saint-pierre,48.95,01-12-2019 18:30:00,281.15,100.0,75.0,6.2
488,genhe,50.78,01-12-2019 19:21:49,250.047,62.0,32.0,1.26
489,mizan teferi,6.99,01-12-2019 19:21:49,285.972,64.0,0.0,0.91
491,clyde river,70.47,01-12-2019 19:00:00,236.15,73.0,1.0,2.1
492,iracoubo,5.48,01-12-2019 19:21:50,298.647,73.0,12.0,2.51
494,pyaozerskiy,65.83,01-12-2019 19:14:52,269.972,74.0,32.0,4.36
495,emba,34.81,01-12-2019 17:50:00,286.15,71.0,75.0,6.7
496,jardim,-21.48,01-12-2019 19:14:01,299.597,73.0,8.0,1.68
497,tadine,-21.55,01-12-2019 19:21:51,299.647,94.0,48.0,9.36
498,skwierzyna,52.6,01-12-2019 19:00:00,278.15,100.0,90.0,6.7
499,gainesville,29.65,01-12-2019 18:53:00,292.05,72.0,90.0,1.23
500,moindou,-21.69,01-12-2019 19:00:00,302.15,70.0,90.0,9.3
501,saint-joseph,43.56,01-12-2019 19:00:00,281.15,74.0,0.0,1.5
502,gladstone,-23.84,01-12-2019 19:00:00,302.15,58.0,90.0,5.7
503,vaitape,-16.52,01-12-2019 19:21:53,300.947,100.0,92.0,11.11
504,zabol,31.03,01-12-2019 18:00:00,270.15,42.0,0.0,2.48
506,sorong,-0.86,01-12-2019 19:21:53,300.147,100.0,56.0,3.13
507,garowe,8.41,01-12-2019 19:21:54,288.397,93.0,8.0,3.71
509,kijang,35.24,01-12-2019 19:00:00,277.15,69.0,75.0,3.1
510,cidreira,-30.17,01-12-2019 19:21:54,296.747,93.0,88.0,6.43
511,innisfail,52.02,01-12-2019 18:00:00,271.15,74.0,75.0,1.5
512,los llanos de aridane,28.66,01-12-2019 18:30:00,289.15,59.0,0.0,4.1
513,nara,34.68,01-12-2019 19:00:00,281.15,75.0,75.0,1.0
514,hammond,30.5,01-12-2019 18:55:00,291.05,100.0,1.0,1.5
515,atar,20.52,01-12-2019 19:21:55,285.272,20.0,0.0,3.08
516,chibuto,-24.69,01-12-2019 19:21:55,298.347,90.0,64.0,4.43
517,yeppoon,-23.13,01-12-2019 19:00:00,301.15,65.0,75.0,5.7
518,qaqortoq,60.72,01-12-2019 18:50:00,272.15,86.0,92.0,1.5
519,palmer,-34.85,01-12-2019 18:30:00,299.15,21.0,0.0,7.2
520,boende,-0.28,01-12-2019 19:21:56,297.747,91.0,36.0,1.56
521,knysna,-34.04,01-12-2019 19:00:00,287.15,87.0,0.0,1.5
522,biltine,14.53,01-12-2019 19:21:57,289.297,54.0,0.0,2.13
523,phan thiet,10.93,01-12-2019 19:21:57,297.847,94.0,0.0,6.28
524,marsh harbour,26.54,01-12-2019 19:12:10,296.897,100.0,20.0,6.78
525,sisimiut,66.94,01-12-2019 19:21:57,245.297,100.0,48.0,0.53
527,merauke,-8.49,01-12-2019 19:21:58,301.022,95.0,12.0,2.11
528,charlestown,41.38,01-12-2019 18:56:00,272.05,46.0,1.0,1.5
530,tanout,14.97,01-12-2019 19:21:58,289.372,55.0,32.0,4.76
531,prince rupert,54.32,01-12-2019 18:35:00,280.15,93.0,90.0,1.5
532,grand gaube,-20.01,01-12-2019 19:00:00,299.15,78.0,40.0,5.1
533,opuwo,-18.06,01-12-2019 19:21:59,288.147,40.0,0.0,2.01
534,trinidad,-33.52,01-12-2019 19:21:59,295.222,72.0,0.0,4.58
535,pokaran,26.93,01-12-2019 19:22:00,283.972,99.0,88.0,3.98
536,kholtoson,50.3,01-12-2019 19:22:00,244.847,47.0,56.0,1.83
537,bhachau,23.3,01-12-2019 19:22:00,286.222,94.0,0.0,3.53
538,sarangarh,21.6,01-12-2019 19:22:01,284.997,83.0,0.0,1.66
539,brighton,50.82,01-12-2019 18:50:00,281.15,93.0,20.0,4.6
540,wageningen,51.98,01-12-2019 18:56:00,281.15,100.0,90.0,3.6
541,norden,53.59,01-12-2019 18:55:00,281.15,87.0,90.0,5.1
542,rabaul,-4.2,01-12-2019 19:22:02,301.622,100.0,20.0,1.61
543,nola,3.52,01-12-2019 19:22:02,296.222,86.0,12.0,1.33
544,esmeraldas,-19.76,01-12-2019 19:00:00,298.15,60.0,0.0,4.1
545,kathmandu,27.71,01-12-2019 18:50:00,276.15,100.0,20.0,1.0
547,sioux lookout,50.1,01-12-2019 19:00:00,265.15,85.0,90.0,3.6
548,sur,22.57,01-12-2019 19:12:50,294.197,100.0,8.0,2.83
549,noyabrsk,63.2,01-12-2019 19:22:03,251.997,72.0,56.0,8.43
550,mezen,65.85,01-12-2019 19:22:03,269.122,83.0,80.0,3.68
551,constantine,36.36,01-12-2019 18:30:00,278.15,93.0,75.0,2.1
552,choconta,5.14,01-12-2019 19:22:04,286.872,71.0,68.0,0.56
553,dingle,11.0,01-12-2019 19:22:04,298.472,82.0,48.0,5.96
554,ust-shonosha,61.15,01-12-2019 19:22:04,266.897,86.0,12.0,4.26
555,itoman,26.12,01-12-2019 19:00:00,294.15,56.0,75.0,7.2
556,lanxi,29.21,01-12-2019 19:22:04,274.597,93.0,0.0,1.06
557,truro,50.26,01-12-2019 17:50:00,282.15,100.0,80.0,7.7
558,nalut,31.86,01-12-2019 19:22:05,271.272,80.0,0.0,2.11
559,abnub,27.27,01-12-2019 19:00:00,280.15,81.0,0.0,4.1
560,arman,59.7,01-12-2019 19:22:05,254.272,68.0,48.0,2.41
561,uige,-7.61,01-12-2019 19:22:06,293.522,86.0,92.0,1.16
562,polson,47.69,01-12-2019 18:55:00,272.05,81.0,90.0,0.43
563,pisco,-13.71,01-12-2019 19:00:00,295.15,88.0,0.0,9.8
564,swan river,52.11,01-12-2019 19:22:06,262.847,84.0,68.0,4.08
565,eyl,7.98,01-12-2019 19:14:58,296.272,97.0,88.0,7.98
567,bulgan,48.81,01-12-2019 19:22:07,249.847,45.0,0.0,3.46
568,wagar,31.44,01-12-2019 19:22:07,289.847,97.0,92.0,3.53
569,lipin bor,60.26,01-12-2019 19:22:07,265.697,90.0,76.0,4.71
570,port hawkesbury,45.62,01-12-2019 18:40:00,262.15,72.0,90.0,6.7
571,luancheng,37.88,01-12-2019 19:00:00,264.15,100.0,90.0,1.0
573,garissa,-0.46,01-12-2019 19:22:08,296.547,66.0,0.0,4.03
574,sept-iles,50.2,01-12-2019 18:00:00,266.15,57.0,90.0,5.7
575,hobyo,5.35,01-12-2019 19:22:08,297.722,80.0,80.0,7.96
576,pangkalanbuun,-2.68,01-12-2019 19:22:09,297.897,97.0,32.0,1.88
577,matale,7.47,01-12-2019 19:21:38,292.722,97.0,44.0,1.33
578,black diamond,50.69,01-12-2019 19:00:00,276.15,37.0,75.0,5.1
579,port moresby,-9.47,01-12-2019 19:00:00,304.15,70.0,40.0,7.7
580,luderitz,-26.65,01-12-2019 19:22:09,289.197,91.0,24.0,2.48
581,omboue,-1.57,01-12-2019 19:22:09,297.297,100.0,80.0,2.63
582,longyearbyen,78.22,01-12-2019 18:50:00,259.15,55.0,20.0,7.2
583,the valley,18.22,01-12-2019 18:00:00,298.15,78.0,20.0,3.1
585,kalangala,-0.32,01-12-2019 18:00:00,295.15,88.0,20.0,2.1
586,ayutthaya,14.36,01-12-2019 19:00:00,300.15,74.0,0.0,2.1
587,petropavlovsk-kamchatskiy,53.05,01-12-2019 19:00:00,271.15,54.0,80.0,4.0
588,saint-denis,48.94,01-12-2019 18:30:00,281.15,93.0,90.0,4.6
589,impfondo,1.62,01-12-2019 19:22:11,296.022,99.0,8.0,1.51
590,najran,17.54,01-12-2019 19:00:00,284.15,50.0,0.0,1.03
591,chimbote,-9.08,01-12-2019 19:22:12,295.522,85.0,0.0,4.53
592,tevriz,57.51,01-12-2019 19:22:12,257.347,83.0,76.0,4.31
593,cairns,-16.92,01-12-2019 19:00:00,303.15,66.0,75.0,6.7
594,valleyview,55.07,01-12-2019 19:22:12,271.197,80.0,92.0,1.28
596,ardakan,32.31,01-12-2019 19:00:00,274.15,26.0,0.0,2.1
597,palia kalan,28.45,01-12-2019 19:22:13,281.747,82.0,32.0,1.26
598,springbok,-29.67,01-12-2019 19:22:13,286.722,96.0,80.0,1.48
600,praia da vitoria,38.73,01-12-2019 18:00:00,289.15,82.0,20.0,10.11
602,vikhorevka,56.12,01-12-2019 19:00:00,250.15,69.0,75.0,5.0
603,luocheng,28.29,01-12-2019 19:22:14,278.847,99.0,92.0,1.66
604,san quintin,17.54,01-12-2019 19:22:15,292.647,79.0,0.0,1.28
605,daitari,21.11,01-12-2019 19:22:15,283.697,85.0,0.0,0.91
606,amuntai,-2.42,01-12-2019 19:22:15,297.372,97.0,92.0,0.88
607,areosa,41.72,01-12-2019 18:30:00,279.15,75.0,0.0,1.0
608,cao bang,22.67,01-12-2019 19:22:15,286.997,99.0,92.0,0.93
609,north battleford,52.78,01-12-2019 18:00:00,261.15,72.0,1.0,2.1
610,karasburg,-28.01,01-12-2019 19:22:16,287.897,69.0,0.0,3.53
611,sao domingos,-13.4,01-12-2019 19:22:16,296.597,77.0,32.0,0.88
