,city,latitude,date,max temp,humidity,cloudiness,wind speed
448,skeldon,5.88,01-12-2019,76.05,100.0,88.0,11.81
449,nawa,27.02,01-12-2019,48.78,80.0,0.0,2.75
450,phangnga,8.45,01-12-2019,84.2,70.0,20.0,8.05
451,myszkow,50.58,01-12-2019,33.8,95.0,90.0,13.87
452,socorro,13.06,01-12-2019,74.34,100.0,92.0,8.57
453,anadyr,64.73,01-12-2019,-18.41,68.0,0.0,4.47
454,dunedin,-45.87,01-12-2019,59.76,94.0,64.0,4.72
455,enugu,6.45,01-12-2019,67.32,77.0,8.0,2.82
456,villeta,-25.51,01-12-2019,80.6,78.0,0.0,5.82
458,okhotsk,59.36,01-12-2019,-2.53,100.0,0.0,9.08
459,praia da vitoria,38.73,01-12-2019,59.0,82.0,20.0,22.32
460,vanavara,60.35,01-12-2019,-23.05,33.0,12.0,5.39
461,praia,-20.25,01-12-2019,75.2,60.0,40.0,3.53
462,ambilobe,-13.19,01-12-2019,68.31,92.0,44.0,3.09
463,bubaque,11.28,01-12-2019,77.49,100.0,8.0,11.25
464,mikuni,36.22,01-12-2019,48.2,45.0,20.0,8.05
465,shingu,33.72,01-12-2019,53.6,100.0,20.0,12.75
466,amanpur,27.72,01-12-2019,52.29,84.0,12.0,2.98
467,veraval,49.65,01-12-2019,50.0,93.0,90.0,12.75
468,tahe,52.34,01-12-2019,-0.64,64.0,48.0,3.49
469,norman wells,65.28,01-12-2019,-34.61,73.0,40.0,5.82
471,cape canaveral,28.41,01-12-2019,62.96,83.0,1.0,10.58
472,bojnurd,37.47,01-12-2019,30.2,58.0,20.0,2.24
473,santa maria del oro,25.95,01-12-2019,36.81,42.0,0.0,3.71
474,meybod,32.25,01-12-2019,32.0,73.0,40.0,1.59
475,yar-sale,66.83,01-12-2019,5.76,90.0,88.0,21.65
476,sabancuy,18.97,01-12-2019,76.32,96.0,0.0,18.3
477,pisco,-13.71,01-12-2019,71.6,88.0,0.0,14.99
479,narsaq,60.91,01-12-2019,32.0,84.0,80.0,8.05
480,aldan,58.61,01-12-2019,-10.27,67.0,0.0,2.48
481,kidal,18.44,01-12-2019,53.37,15.0,36.0,9.8
482,necochea,-38.55,01-12-2019,64.08,95.0,76.0,9.57
483,santa isabel do rio negro,-0.41,01-12-2019,80.82,74.0,12.0,3.83
484,monterey,36.6,01-12-2019,55.4,71.0,1.0,4.09
485,rohri,27.68,01-12-2019,50.0,87.0,0.0,4.99
486,bloemfontein,-29.12,01-12-2019,55.4,47.0,0.0,3.2
487,rocha,-34.48,01-12-2019,64.71,90.0,0.0,8.23
488,mora,61.01,01-12-2019,21.2,85.0,68.0,3.36
489,peniche,39.36,01-12-2019,41.0,86.0,0.0,4.7
490,bang saphan,11.21,01-12-2019,84.2,79.0,75.0,2.24
491,seminole,32.72,01-12-2019,37.94,72.0,1.0,4.7
492,bandundu,-3.32,01-12-2019,74.34,94.0,48.0,5.77
493,deputatskiy,69.3,01-12-2019,-31.69,0.0,48.0,2.82
494,thai binh,20.45,01-12-2019,69.8,88.0,90.0,4.7
495,cache creek,50.81,01-12-2019,33.8,86.0,75.0,6.93
496,saint george,39.45,01-12-2019,33.8,80.0,20.0,5.82
497,gubkinskiy,64.43,01-12-2019,-4.15,66.0,76.0,18.7
498,belyy yar,53.6,01-12-2019,-20.21,75.0,20.0,2.24
499,siuna,13.73,01-12-2019,69.84,98.0,56.0,2.26
500,buraydah,26.33,01-12-2019,55.4,71.0,40.0,6.93
501,devils lake,48.11,01-12-2019,17.96,91.0,90.0,8.05
503,grootfontein,-19.56,01-12-2019,69.8,52.0,0.0,9.17
504,codrington,-28.95,01-12-2019,89.6,43.0,40.0,8.05
506,terrace bay,48.78,01-12-2019,13.68,100.0,0.0,6.78
507,colquechaca,-18.7,01-12-2019,49.14,91.0,76.0,2.19
508,huarmey,-10.07,01-12-2019,62.19,91.0,0.0,4.21
509,harper,30.3,01-12-2019,43.7,73.0,1.0,8.12
510,sorong,-0.86,01-12-2019,82.53,100.0,12.0,7.85
511,nhulunbuy,-12.18,01-12-2019,87.8,70.0,48.0,10.29
512,carauari,-4.88,01-12-2019,75.69,95.0,32.0,3.2
513,pangody,65.85,01-12-2019,-0.82,67.0,68.0,21.32
514,sao felix do xingu,-6.64,01-12-2019,70.29,100.0,56.0,1.3
515,payo,-3.75,01-12-2019,74.34,100.0,92.0,3.53
518,te anau,-45.41,01-12-2019,61.74,48.0,32.0,7.34
519,mitu,36.2,01-12-2019,24.12,92.0,44.0,3.27
520,talaya,55.79,01-12-2019,-25.61,74.0,0.0,2.24
521,balikpapan,-1.24,01-12-2019,81.36,100.0,56.0,1.36
522,barra patuca,15.8,01-12-2019,78.84,89.0,92.0,9.08
523,hami,42.84,01-12-2019,13.59,71.0,92.0,4.38
524,chapais,49.78,01-12-2019,-2.21,77.0,90.0,6.93
525,effingham,39.12,01-12-2019,35.6,97.0,90.0,9.17
526,naze,5.43,01-12-2019,72.0,88.0,12.0,6.62
528,san patricio,-26.98,01-12-2019,74.88,95.0,8.0,3.87
529,morayfield,-27.11,01-12-2019,89.6,55.0,40.0,13.87
530,schleswig,54.52,01-12-2019,42.8,93.0,92.0,10.29
531,idritsa,56.33,01-12-2019,27.18,91.0,92.0,6.78
532,ishigaki,24.34,01-12-2019,69.8,77.0,75.0,13.87
533,nkowakowa,-23.89,01-12-2019,68.0,77.0,0.0,10.29
534,chifeng,42.27,01-12-2019,24.03,34.0,0.0,3.83
535,itamaraju,-17.04,01-12-2019,67.14,89.0,24.0,2.86
537,la ronge,55.1,01-12-2019,19.4,79.0,75.0,5.82
538,paita,-5.09,01-12-2019,74.34,75.0,20.0,9.8
539,salalah,17.01,01-12-2019,69.8,35.0,0.0,6.93
540,athabasca,54.72,01-12-2019,10.26,63.0,68.0,1.59
541,arica,-18.48,01-12-2019,71.6,73.0,0.0,3.36
542,acapulco,16.86,01-12-2019,80.6,78.0,40.0,8.05
544,poum,41.28,01-12-2019,10.4,85.0,40.0,9.17
545,mayo,63.59,01-12-2019,-16.61,75.0,75.0,2.53
546,pizarro,4.95,01-12-2019,78.03,97.0,24.0,2.26
547,udachnyy,66.42,01-12-2019,-32.32,0.0,24.0,2.48
548,tyup,42.73,01-12-2019,-4.15,90.0,0.0,3.38
549,eyl,7.98,01-12-2019,74.25,94.0,92.0,18.7
550,elizabeth city,36.3,01-12-2019,42.08,82.0,90.0,10.29
551,marsh harbour,26.54,01-12-2019,74.34,100.0,24.0,14.61
552,mantua,45.16,01-12-2019,28.4,100.0,5.0,2.24
553,barra do garcas,-15.89,01-12-2019,71.91,85.0,48.0,4.88
554,la asuncion,-1.64,01-12-2019,45.72,94.0,88.0,1.81
555,nahrin,36.06,01-12-2019,16.38,70.0,0.0,2.37
556,quelimane,-17.88,01-12-2019,78.8,83.0,20.0,3.36
557,ornskoldsvik,63.29,01-12-2019,12.2,85.0,56.0,5.82
559,filimonovo,54.21,01-12-2019,14.94,85.0,88.0,10.42
561,pacific grove,36.62,01-12-2019,55.4,71.0,1.0,4.09
562,boralday,43.36,01-12-2019,14.0,92.0,90.0,2.24
563,komsomolskiy,67.55,01-12-2019,5.22,82.0,68.0,15.17
564,tignere,7.37,01-12-2019,56.25,56.0,12.0,4.05
565,alekseyevsk,57.84,01-12-2019,-0.37,63.0,56.0,4.5
566,sidney,47.72,01-12-2019,21.02,91.0,1.0,5.82
567,daru,7.99,01-12-2019,73.62,83.0,36.0,4.99
568,hargeysa,9.56,01-12-2019,48.24,93.0,64.0,3.04
569,flinders,-34.58,01-12-2019,76.59,75.0,32.0,6.11
570,havelock,34.88,01-12-2019,42.98,92.0,90.0,8.05
572,kargat,55.19,01-12-2019,-1.63,71.0,36.0,11.36
573,floro,61.6,01-12-2019,41.0,100.0,92.0,17.22
575,astana,51.13,01-12-2019,1.4,84.0,0.0,8.95
576,turukhansk,65.8,01-12-2019,-21.07,31.0,64.0,16.35
577,westport,53.8,01-12-2019,48.69,95.0,92.0,19.82
579,fleron,50.62,01-12-2019,44.6,100.0,75.0,14.99
581,colac,-38.34,01-12-2019,78.48,34.0,0.0,5.21
582,hamilton,43.26,01-12-2019,23.0,73.0,90.0,17.22
583,marrakesh,31.63,01-12-2019,39.2,60.0,0.0,5.82
584,bath,51.38,01-12-2019,51.8,100.0,90.0,19.46
585,kayes,14.44,01-12-2019,69.66,32.0,76.0,9.01
586,otane,-39.89,01-12-2019,69.48,71.0,100.0,3.31
587,gobabis,-22.45,01-12-2019,61.02,28.0,0.0,9.08
588,esik,43.36,01-12-2019,14.0,92.0,90.0,2.24
589,san policarpo,12.18,01-12-2019,80.46,93.0,88.0,14.12
590,muroto,33.37,01-12-2019,59.0,30.0,20.0,17.22
592,roebourne,-20.77,01-12-2019,108.54,15.0,8.0,10.54
593,akdagmadeni,39.66,01-12-2019,20.79,78.0,76.0,4.21
594,ponta delgada,37.73,01-12-2019,59.0,77.0,75.0,9.17
595,sigiriya,7.95,01-12-2019,71.82,99.0,92.0,1.81
596,crib point,-38.35,01-12-2019,76.05,76.0,0.0,10.31
597,moindou,-21.69,01-12-2019,86.0,66.0,88.0,19.46
598,katobu,-4.94,01-12-2019,86.58,82.0,64.0,3.53
599,suez,29.97,01-12-2019,41.31,62.0,0.0,8.9
600,huntsville,34.73,01-12-2019,44.6,89.0,90.0,11.41
601,derzhavinsk,51.1,01-12-2019,12.69,77.0,68.0,14.27
